date	Day.Of.Week	Page.Loads	Unique.Visits	First.Time.Visits	0	1	2	3	4	Returning.Visits
2/29/2016	2	5734	4224	3493	629.3729115	26.88606981	-0.339942382	71.97521132	4.322322566	731
3/1/2016	3	6214	4474	3731	629.6492108	164.930967	-14.57191227	-33.17766823	-5.021278578	743
3/2/2016	4	5906	4333	3597	629.9434443	179.9018113	-6.778217847	-62.59493183	3.09385875	736
3/3/2016	5	5814	4191	3419	631.2407777	60.90793741	12.01249716	63.29962589	-1.679839237	772
3/4/2016	6	4507	3188	2624	631.8409931	-107.5390734	9.012515269	34.79927611	1.651309882	564
3/5/2016	7	2859	2064	1718	633.3146457	-196.2229265	-7.150996857	-77.41868709	-1.938024286	346
3/6/2016	1	3897	2806	2326	635.6007425	-138.0075075	-11.94139001	-4.344006564	-0.474089246	480
3/7/2016	2	5849	4240	3503	638.2776341	22.35845403	-0.912542438	76.65439845	4.869989515	737
3/8/2016	3	6264	4526	3743	641.4327451	164.4082788	8.954311019	-25.57312571	-11.04609745	783
3/9/2016	4	6062	4404	3624	643.9475804	180.2277783	2.821931558	-66.91657723	16.46169903	780
3/10/2016	5	5685	4159	3415	645.5586619	60.35377369	-5.660197072	53.76722947	-17.17105858	744
3/11/2016	6	4391	3241	2627	645.8499551	-101.8047543	-0.363008989	47.28165261	12.55403431	614
3/12/2016	7	2880	2046	1638	644.0442835	-182.4150153	9.948392874	-72.33539448	-0.311374663	408
3/13/2016	1	3740	2673	2163	640.54277	-118.8810477	8.705820074	-14.5552757	-14.2501888	510
3/14/2016	2	5710	4261	3469	635.0316039	38.5928615	-5.745205808	79.33773267	28.73597815	792
3/15/2016	3	5168	3778	3047	627.0162533	167.9981151	-11.86790535	-16.38264906	-34.95755157	731
3/16/2016	4	5577	4062	3287	618.3673333	173.3998157	6.641477135	-67.00114153	32.62504374	775
3/17/2016	5	5238	3827	3134	608.2265158	47.73746076	19.71303331	39.35506938	-21.59117286	693
3/18/2016	6	3931	2871	2320	597.6603609	-113.1920284	4.298989466	51.93748819	6.864187615	551
3/19/2016	7	2606	1892	1568	586.8588359	-187.7046062	-21.41368062	-55.49980529	7.741423145	324
3/20/2016	1	3149	2410	2028	576.9539943	-118.5473327	-17.94190252	-31.55486993	-18.20907678	382
3/21/2016	2	5565	3968	3274	568.9423698	40.60858825	13.02550738	62.5655749	19.9683577	694
3/22/2016	3	5281	3770	3035	562.7955083	164.1090467	23.69651562	5.316178255	-16.25070763	735
3/23/2016	4	5202	3780	3146	558.1652611	154.9113974	-5.678723625	-62.65629333	7.832919801	634
3/24/2016	5	4581	3203	2649	556.6890592	23.94866871	-30.03392787	18.31930562	0.027439721	554
3/25/2016	6	3264	2281	1847	558.5632981	-127.3704494	-14.14741918	46.01645589	-9.719984189	434
3/26/2016	7	2344	1759	1393	563.6658449	-185.2764722	16.53065531	-40.10577741	13.83997106	366
3/27/2016	1	3112	2311	1890	570.0137572	-110.0636638	15.14937851	-27.61729677	-14.02295391	421
3/28/2016	2	5051	3655	2985	578.4319346	45.1608052	-7.42227994	53.19830367	10.39162148	670
3/29/2016	3	5333	3944	3217	588.847471	166.1319465	-14.73888242	-1.994706818	-8.48152712	727
3/30/2016	4	5671	4078	3369	599.7733398	160.3687349	-3.004101045	-56.68533147	7.563051191	709
3/31/2016	5	5097	3707	3026	610.6638226	32.90712696	7.510294599	34.95654205	-7.149100289	681
4/1/2016	6	4555	2971	2408	620.9823021	-118.3772895	5.697237285	42.78141231	6.896917671	563
4/2/2016	7	2987	2129	1737	630.581703	-176.893376	1.808328582	-60.25885906	-4.295390944	392
4/3/2016	1	4257	2964	2421	639.5366759	-97.53649764	3.000563725	-12.98934241	-0.891687669	543
4/4/2016	2	5804	4216	3426	646.6089548	56.77161179	-0.389655054	71.87682345	9.886657779	790
4/5/2016	3	5885	4379	3597	652.5046641	170.5955952	-5.137116607	-17.89172116	-17.23335311	782
4/6/2016	4	6054	4293	3522	658.5634679	159.7558985	-0.572685517	-66.37740042	21.03884245	771
4/7/2016	5	5791	4147	3422	664.7535735	28.85722348	6.01107397	45.47326087	-20.96851242	725
4/8/2016	6	4741	3430	2820	670.9250952	-127.930889	2.143039805	48.50247374	16.56583821	610
4/9/2016	7	2946	2140	1740	677.0490981	-193.6229168	-7.257014212	-65.92055084	-8.101253121	400
4/10/2016	1	4071	2864	2330	683.7132033	-115.0656817	-5.538821626	-21.41399309	-3.032035045	534
4/11/2016	2	6265	4503	3667	691.0239231	51.94970365	5.413188293	73.25090604	13.0580607	836
4/12/2016	3	6298	4626	3769	698.2928116	181.5903525	6.509977282	-10.64226315	-20.53510858	857
4/13/2016	4	6495	4628	3791	705.0626681	175.1546394	-4.442395731	-66.36467618	24.55746341	837
4/14/2016	5	5536	4189	3431	711.4519264	37.44070168	-7.299816442	40.71040573	-23.22484691	758
4/15/2016	6	4737	3447	2785	717.7559257	-127.6973978	5.272053901	46.90256923	16.71145369	662
4/16/2016	7	3232	2333	1862	723.7176074	-196.9909953	11.95132207	-61.79162548	-6.190638887	471
4/17/2016	1	4201	3093	2504	729.367935	-118.445363	-1.442599132	-17.09107137	-5.544798087	589
4/18/2016	2	6806	4769	3920	734.9394447	49.77069912	-15.84600375	69.83225691	16.54748527	849
4/19/2016	3	6769	4817	3940	741.255845	182.133557	-6.575582545	-16.38410724	-25.1995813	877
4/20/2016	4	6581	4824	3926	747.5793097	175.735602	12.63846852	-65.33530553	28.0132021	898
4/21/2016	5	6254	4537	3707	753.7093058	33.54454786	13.22622787	48.71306316	-23.52129554	830
4/22/2016	6	5163	3685	3009	759.2723131	-136.688577	-6.109889872	45.35486908	12.60366326	676
4/23/2016	7	3851	2595	2113	764.2090686	-203.2944959	-16.16825971	-71.80392485	3.196153799	482
4/24/2016	1	4695	3386	2761	768.2963272	-112.8829938	-0.993311816	-12.62107213	-19.5134744	625
4/25/2016	2	7098	5224	4237	771.2695311	66.9325525	17.28991169	80.79794324	32.66941444	987
4/26/2016	3	7156	5392	4468	771.3767351	197.2380658	10.17863133	-24.0058133	-36.64226131	924
4/27/2016	4	6836	5056	4130	769.8285624	182.6184137	-5.755301389	-64.20055855	34.5318051	926
4/28/2016	5	6329	4724	3892	766.6516733	34.35311701	-7.132503506	53.64842229	-26.37546767	832
4/29/2016	6	4990	3608	2922	761.2852898	-137.9897529	2.287262942	36.57502996	16.49065162	686
4/30/2016	7	3536	2489	1993	754.5574979	-204.0723629	7.662689158	-63.23967674	-3.755662893	496
5/1/2016	1	4366	3236	2605	746.4673279	-115.4006195	1.480664901	-5.870185085	-9.853578972	631
5/2/2016	2	6510	4786	3909	736.151624	59.36797052	-5.585534424	60.37759	25.26619899	877
5/3/2016	3	6855	4962	4085	725.0011137	192.442275	2.895779393	-14.42950245	-37.2882522	877
5/4/2016	4	6599	4651	3744	712.4270392	183.4610561	10.87272183	-51.08294948	42.99369753	907
5/5/2016	5	5510	4105	3375	698.389183	39.2690301	1.666268651	33.28957281	-36.91604882	730
5/6/2016	6	4549	3245	2639	685.1792701	-128.9745846	-9.659776541	40.58260915	20.20459373	606
5/7/2016	7	3064	2167	1760	672.2309302	-200.9057146	-10.34545113	-53.90685499	0.999042831	407
5/8/2016	1	3633	2663	2180	659.7918454	-127.57633	1.334613096	-20.16374963	-20.57251576	483
5/9/2016	2	5838	4283	3489	648.7999437	35.40777858	12.47765873	66.36485178	31.80288124	794
5/10/2016	3	6026	4336	3581	638.471882	166.0325079	4.991094087	-11.95680987	-33.80355519	755
5/11/2016	4	5780	4226	3479	629.5318925	172.187512	-10.9955866	-63.74520368	26.53098256	747
5/12/2016	5	5131	3781	3101	622.0687498	53.0964845	-14.15529386	40.89630641	-15.16163475	680
5/13/2016	6	3928	2845	2294	615.8538034	-102.8109146	-0.403797135	44.46696702	2.091770751	551
5/14/2016	7	2636	1930	1552	611.4138853	-181.6617476	13.82578494	-62.45279437	7.786545444	378
5/15/2016	1	3278	2366	1922	608.9665471	-129.2115642	8.826996874	-18.61588819	-14.65572667	444
5/16/2016	2	4785	3560	2882	609.0455303	12.65931653	-10.79814214	69.51016327	15.3364416	678
5/17/2016	3	4886	3601	2914	612.2193614	137.9628069	-21.24037105	-15.79614553	-14.58032762	687
5/18/2016	4	5145	3672	2987	618.201665	154.0478215	-10.00303071	-67.47884174	9.912931258	685
5/19/2016	5	5849	4211	3484	627.2802907	51.4624085	10.39730739	44.11357724	-7.599047791	727
5/20/2016	6	4456	3324	2725	636.8699653	-95.04307992	12.20893096	44.06014041	5.213801074	599
5/21/2016	7	2960	2138	1716	646.6999047	-171.6935128	0.130697476	-60.37284236	-1.844304015	422
5/22/2016	1	3885	2860	2338	655.1933534	-117.5076242	-7.062434021	-15.63921386	-3.073089987	522
5/23/2016	2	5857	4155	3368	661.3545276	31.04534107	-0.939144335	66.76543123	12.58580715	787
5/24/2016	3	6162	4345	3526	664.8347384	166.192694	9.652810194	-8.019247045	-21.10387542	819
5/25/2016	4	6014	4254	3398	666.1034539	186.8363671	11.02315093	-58.49298465	29.14900264	856
5/26/2016	5	5652	4119	3385	664.1802422	71.53066864	-0.000746418	31.45206487	-30.05790169	734
5/27/2016	6	4793	3340	2692	661.8909325	-94.0039341	-3.491369204	51.22857036	26.20062795	648
5/28/2016	7	2819	1995	1611	659.1123771	-192.0227605	-1.91780304	-55.39447338	-19.12611704	384
5/29/2016	1	3687	2546	2067	656.9651656	-151.9697581	-4.023468451	-32.30098715	10.37061349	479
5/30/2016	2	4851	3399	2701	655.5516567	-4.350572184	-7.504575604	71.57348897	-2.473390138	698
5/31/2016	3	5775	4216	3413	656.0119289	143.7020784	-1.02204238	2.249840734	-6.394990266	803
6/1/2016	4	5443	3962	3193	655.7702972	179.6574208	5.684702276	-82.81956135	13.12909053	769
6/2/2016	5	5590	3959	3176	655.2011579	82.04246018	7.614376415	39.94688963	-14.78685883	783
6/3/2016	6	4482	3164	2489	652.6560002	-73.16187404	1.167189356	72.92105258	11.47815171	675
6/4/2016	7	2792	1947	1533	647.8096914	-165.8986828	-3.707316965	-75.77673677	-0.212372903	414
6/5/2016	1	3371	2449	1979	641.0686945	-124.368248	2.474905655	-38.09303385	-12.54321325	470
6/6/2016	2	5547	3832	3036	633.4557809	18.02507704	10.18906064	100.4460073	24.0830243	796
6/7/2016	3	5468	3954	3226	624.5607309	146.0556624	1.776208599	-9.52113141	-28.99873878	728
6/8/2016	4	5104	3751	3064	616.395288	160.4908078	-10.52847029	-97.64799488	26.66590516	687
6/9/2016	5	4728	3485	2812	610.0212676	48.28561607	-9.615085091	54.12172157	-19.8745885	673
6/10/2016	6	4024	2855	2290	605.4197046	-108.0284438	-0.123534055	68.17753475	6.83386195	565
6/11/2016	7	2350	1677	1348	602.4123383	-189.5520728	3.757674782	-88.21384713	7.732022472	329
6/12/2016	1	3234	2196	1779	600.6660792	-131.0670521	-0.252033368	-26.19490062	-22.8916817	417
6/13/2016	2	4948	3550	2790	599.5603885	27.14808989	-2.988935138	98.60089459	33.65615685	760
6/14/2016	3	5247	3760	3052	597.7986595	167.4517624	0.039403827	-21.71226001	-37.22935512	708
6/15/2016	4	5003	3557	2810	595.5733864	186.4824823	6.166992023	-83.13432533	33.88243831	747
6/16/2016	5	4816	3482	2775	591.878379	68.00712606	4.36567827	61.0261438	-23.41249093	707
6/17/2016	6	4208	2818	2267	587.2960852	-98.93444142	-1.599760662	54.2035993	10.89186793	551
6/18/2016	7	2454	1668	1357	582.5965309	-189.4833628	-2.697798965	-84.12112497	1.106448567	311
6/19/2016	1	2763	1919	1506	577.3367688	-139.506551	-1.70795934	-16.71805504	-10.91263635	413
6/20/2016	2	4954	3522	2829	571.197097	11.63252458	-1.200120543	91.88469156	18.99925333	693
6/21/2016	3	4903	3470	2793	564.9645749	153.6890471	3.309047176	-21.38932902	-23.94831341	677
6/22/2016	4	4907	3464	2772	558.4916916	182.2240102	6.633151658	-84.68900248	24.85965656	692
6/23/2016	5	4625	3336	2669	551.3392065	76.23145872	0.58206218	57.2246062	-21.31073348	667
6/24/2016	6	3497	2482	1947	543.4306115	-84.74765669	-8.222184512	64.36559577	15.35738799	535
6/25/2016	7	1826	1358	1101	534.8309432	-180.3201117	-5.148307618	-84.03165751	-6.992940511	257
6/26/2016	1	2307	1721	1356	526.2531958	-138.8569647	9.401715682	-30.66306159	-1.70164431	365
6/27/2016	2	4368	3078	2433	517.6204231	5.957824235	12.46141593	96.56551398	8.497518752	645
6/28/2016	3	4233	3091	2466	508.3098992	143.0261329	-5.35887137	-8.182107595	-11.55722623	625
6/29/2016	4	4187	2948	2377	499.3397594	172.7815969	-16.4019205	-90.16786436	12.35073921	571
6/30/2016	5	3811	2726	2135	491.4848973	75.76322831	-2.0582854	42.35673159	-13.27009489	591
7/1/2016	6	3179	2226	1730	484.5218749	-77.04665253	14.72003705	67.70787915	13.37696394	496
7/2/2016	7	1615	1039	814	478.902774	-173.4704174	7.769910024	-66.15400657	-13.38143864	225
7/3/2016	1	1788	1307	1028	474.991503	-143.8989691	-14.03415001	-40.46114801	10.54696533	279
7/4/2016	2	2959	2144	1653	473.0120999	-11.64814371	-18.33179627	75.57210108	-6.007820253	491
7/5/2016	3	3947	2840	2235	474.6766395	126.2765763	3.482696624	8.650632399	-4.184189986	605
7/6/2016	4	3841	2821	2248	477.5993163	161.6197604	12.15293153	-83.44088323	13.31465184	573
7/7/2016	5	3729	2700	2148	482.0594667	70.81223806	-2.06094166	27.09145581	-18.34772566	552
7/8/2016	6	3324	2381	1891	487.879614	-73.20924068	-12.00230977	72.86027582	14.42564664	490
7/9/2016	7	1795	1305	1036	493.7765124	-160.6593485	-2.11575928	-63.39690281	-3.275244257	269
7/10/2016	1	2373	1655	1321	498.9207538	-124.4756549	12.68434079	-43.43282026	-10.59385138	334
7/11/2016	2	4101	2855	2208	503.6044842	9.824166224	10.98278252	88.93357252	23.65616403	647
7/12/2016	3	4241	2960	2352	506.7760905	139.0779513	-7.024925499	1.141447611	-30.12432865	608
7/13/2016	4	4478	3189	2578	509.8764622	167.0338552	-11.8304307	-89.0833598	29.30680293	611
7/14/2016	5	3961	2814	2214	512.2132418	69.01565418	1.732450837	40.53785447	-21.21853417	600
7/15/2016	6	3367	2325	1796	514.7269329	-82.04785544	13.60669808	72.14278718	8.793699687	529
7/16/2016	7	1828	1222	951	517.1283628	-173.8726152	3.973248542	-75.78330387	4.402787288	271
7/17/2016	1	2344	1636	1319	520.3027395	-135.5956441	-12.78408897	-37.58946703	-15.15722205	317
7/18/2016	2	4415	3007	2382	523.96487	3.956923945	-12.96761394	92.68205455	19.3588392	625
7/19/2016	3	4403	3151	2502	527.9767273	139.5395049	4.423553862	-6.38072421	-16.74108081	649
7/20/2016	4	4244	3082	2450	532.1276049	169.3283158	16.19122174	-89.24984696	8.560539388	632
7/21/2016	5	4322	3077	2404	536.8289557	71.8186134	6.053297755	47.75085029	1.200599176	673
7/22/2016	6	3456	2431	1936	540.246866	-82.07037031	-15.87051303	64.12243891	-9.105879176	495
7/23/2016	7	2068	1407	1099	543.6749666	-172.1292756	-13.47702235	-71.33102464	14.93219682	308
7/24/2016	1	2568	1755	1374	546.0551642	-130.5081138	10.33931925	-32.01271831	-18.42047797	381
7/25/2016	2	4770	3320	2628	547.3051639	11.92871796	21.85332733	82.9157894	21.44403053	692
7/26/2016	3	4621	3277	2595	547.2581697	147.9319476	3.970396929	-0.841547713	-22.09387153	682
7/27/2016	4	4470	3164	2513	546.087943	174.9867095	-18.43931221	-78.53439416	21.48138157	651
7/28/2016	5	4307	3077	2459	543.9186179	72.20976078	-13.334369	33.06159892	-17.21239523	618
7/29/2016	6	3370	2366	1818	541.7299594	-82.99645098	13.1191268	63.6744312	9.515237527	548
7/30/2016	7	1960	1341	1017	538.9914874	-177.209481	19.73816465	-59.79820005	0.702579861	324
7/31/2016	1	2412	1765	1423	536.1044727	-140.1404344	-3.289013897	-35.82470471	-10.77154004	342
8/1/2016	2	4504	3095	2489	533.7600854	1.815507424	-21.21572902	74.25754477	18.51190435	606
8/2/2016	3	4382	3138	2499	531.8149339	141.7994721	-9.299422912	-0.192269269	-23.9293563	639
8/3/2016	4	4710	3369	2697	529.9429451	174.0089263	14.21639902	-72.77078284	25.98047128	672
8/4/2016	5	4324	3106	2479	528.2341152	75.1336319	17.24325942	35.33183303	-23.93071004	627
8/5/2016	6	3472	2497	1980	527.143517	-79.15210296	-2.880517419	54.19039767	17.16842624	517
8/6/2016	7	1909	1339	1081	526.3326328	-174.0591342	-19.7253222	-63.00107895	-7.475447618	258
8/7/2016	1	2365	1688	1334	525.8465776	-139.5224252	-10.99819183	-22.71650014	-4.113257866	354
8/8/2016	2	4460	3056	2438	524.8957781	-2.957468561	11.25051218	74.154237	15.74838846	618
8/9/2016	3	4479	3135	2482	524.2132501	135.7614217	20.5032286	-12.6005932	-24.9042192	653
8/10/2016	4	4510	3207	2550	522.2442021	172.2011882	2.139065024	-70.44922475	29.22715545	657
8/11/2016	5	4340	3111	2491	519.4369808	82.87181062	-16.9619712	51.43433423	-24.53114815	620
8/12/2016	6	3508	2436	1933	515.5797642	-63.16670837	-10.20343694	48.76154303	12.10097163	503
8/13/2016	7	2030	1420	1122	511.3728198	-155.9394021	13.18957031	-77.87831339	7.202733902	298
8/14/2016	1	2586	1749	1399	507.5415697	-128.9937737	19.00129217	-11.55780903	-28.77648763	350
8/15/2016	2	4476	2970	2346	504.5160732	-8.787544658	-4.913899662	84.89905423	45.3732348	624
8/16/2016	3	3232	2299	1823	502.0501242	109.8616294	-26.38441531	-30.69501314	-51.28878398	476
8/17/2016	4	4291	3106	2498	503.5672892	142.8377454	-8.612339998	-70.86522822	40.81591619	608
8/18/2016	5	4247	2926	2327	506.1091761	59.95040266	13.21769648	52.00875212	-22.30022061	599
8/19/2016	6	3477	2539	2045	510.0773944	-73.18973987	9.44658389	50.62351674	1.919126	494
8/20/2016	7	2169	1470	1169	515.1768001	-151.4931548	-7.656599538	-68.9018624	11.51549758	301
8/21/2016	1	2430	1808	1453	519.6939743	-114.4461356	-11.20474133	-29.9847906	-15.4419003	355
8/22/2016	2	4358	3082	2439	523.2802261	13.25608565	6.072091784	83.99705109	12.40445165	643
8/23/2016	3	4465	3249	2550	525.4131301	136.0373517	17.09365358	3.659354095	-5.148609422	699
8/24/2016	4	4550	3210	2615	524.3704571	159.147585	2.814905058	-88.34422887	2.385840728	595
8/25/2016	5	4147	3011	2380	523.2502803	70.50223379	-7.894366343	36.95364624	-3.41491849	631
8/26/2016	6	3634	2532	2000	520.4258041	-69.75838835	-5.867590166	70.84149427	6.347066227	532
8/27/2016	7	2014	1430	1141	515.5719478	-160.5242971	2.027585496	-64.90414221	-4.917950002	289
8/28/2016	1	2687	1910	1555	510.3919967	-130.2775812	10.20968562	-35.07254489	0.105351881	355
8/29/2016	2	4376	3115	2521	505.0565568	-0.441416317	7.340633028	73.20046969	6.552043919	594
8/30/2016	3	4318	3226	2622	499.6690347	131.4434855	-6.503234147	-0.896785912	-12.52889805	604
8/31/2016	4	4441	3219	2620	495.2162939	166.0734439	-14.10063813	-63.39903211	15.22126953	599
9/1/2016	5	4234	3116	2556	491.2429541	73.3588431	-6.391710996	25.21502183	-14.80517933	560
9/2/2016	6	3027	2230	1762	488.6834397	-77.97424493	10.66629108	44.3530024	10.84420373	468
9/3/2016	7	1966	1376	1101	487.8595502	-174.9208927	14.45552515	-41.42037395	-7.151707958	275
9/4/2016	1	2446	1761	1452	487.7968771	-145.9144506	-5.805565648	-25.09945948	2.613330112	309
9/5/2016	2	3779	2643	2145	488.89277	-8.740636247	-21.82000591	48.37436064	2.38959611	498
9/6/2016	3	4619	3341	2727	491.7040752	137.5460376	-8.10941373	1.938531127	-10.23117866	614
9/7/2016	4	4983	3584	2925	494.6496441	180.3445679	14.76419389	-50.31944659	17.6651593	659
9/8/2016	5	4645	3319	2716	497.1675313	86.34955553	17.51291162	23.41696844	-21.21933227	603
9/9/2016	6	3612	2630	2139	499.8174994	-71.39986145	1.172337758	42.59582949	20.18028948	491
9/10/2016	7	2153	1577	1323	502.6105774	-173.2566083	-13.76934134	-46.73455157	-14.6970627	254
9/11/2016	1	3089	2307	1978	505.6351874	-143.0295917	-12.40971797	-22.45070181	5.816948582	329
9/12/2016	2	4580	3446	2882	509.5148959	-4.330165987	1.945049462	61.93096814	4.673396808	564
9/13/2016	3	4788	3625	2992	515.2235354	136.4345051	12.26832601	-8.701132037	-16.75429724	633
9/14/2016	4	5095	3759	3113	522.0169739	167.7922381	3.526445038	-67.61355123	24.97345443	646
9/15/2016	5	4668	3454	2860	529.8991413	65.22275538	-11.46470346	44.38825962	-27.60550038	594
9/16/2016	6	3711	2785	2272	538.7247173	-90.7545691	-11.5839908	52.0717376	21.47571793	513
9/17/2016	7	2523	1861	1577	547.3367346	-178.5461857	2.244735935	-78.09961222	-8.08152012	284
9/18/2016	1	3364	2547	2122	555.8320799	-125.896881	14.36071311	-15.25162554	-8.48581224	425
9/19/2016	2	5513	4050	3321	563.5240827	28.45328244	9.095777936	94.30343587	23.55557936	729
9/20/2016	3	5362	3762	3095	569.4474956	165.0053275	-6.804851778	-30.63077113	-30.20242941	667
9/21/2016	4	5402	3987	3293	575.2651837	180.7411682	-7.769515312	-81.36438117	28.75164395	694
9/22/2016	5	5398	3996	3299	581.1162386	59.24170207	2.529728917	70.16771505	-21.29098901	697
9/23/2016	6	3783	2663	2134	586.4650945	-112.7418274	3.220169168	48.57243401	10.9496357	529
9/24/2016	7	2395	1797	1503	592.7566382	-203.1139183	-2.556115248	-91.90790529	-0.141524283	294
9/25/2016	1	3679	2719	2289	599.549636	-142.5212339	-4.279055575	-10.10247842	-11.48152955	430
9/26/2016	2	5688	4325	3570	606.2652303	24.74779502	0.383794076	95.14998202	21.72913839	755
9/27/2016	3	5842	4382	3645	611.9851487	174.1747694	4.066006427	-29.28772504	-28.25181996	737
9/28/2016	4	5923	4458	3682	616.6204849	196.3329682	4.057447115	-79.05951084	31.80778501	776
9/29/2016	5	5717	4222	3487	620.2673858	76.39608359	2.619607143	63.2964893	-30.22966428	735
9/30/2016	6	4250	3176	2565	623.0247945	-96.83341361	0.063502778	50.39808171	24.18242851	611
10/1/2016	7	2525	1986	1656	624.1950661	-197.4980782	-4.231451339	-82.58539669	-12.56640132	330
10/2/2016	1	3923	3023	2559	624.5820032	-150.2235927	-1.715028405	-9.304701351	-0.405454966	464
10/3/2016	2	5785	4281	3545	624.9292662	10.58595088	7.100543108	83.88945084	12.74833467	736
10/4/2016	3	6052	4522	3780	625.6909116	164.1585939	7.415077279	-31.62279977	-22.98541642	742
10/5/2016	4	6150	4588	3814	626.7031565	193.148095	-7.223804299	-67.20244413	28.64571422	774
10/6/2016	5	5591	4134	3419	627.7799347	74.64895542	-16.80645113	63.67473075	-28.47067291	715
10/7/2016	6	4279	3196	2616	630.0278878	-99.76875333	-0.230718563	36.57049937	22.60934718	580
10/8/2016	7	2897	2066	1717	633.9834816	-198.5270459	21.35873557	-84.05120454	-14.93502768	349
10/9/2016	1	3904	2873	2374	639.6551421	-150.3254833	9.988078462	-0.152155293	4.463738562	499
10/10/2016	2	5458	4145	3442	646.4476766	4.902992267	-25.72353399	84.48623361	5.520147034	703
10/11/2016	3	5909	4399	3685	655.603068	152.336711	-29.88799611	-37.95669161	-14.84723939	714
10/12/2016	4	6175	4620	3823	666.8060642	181.1494873	8.801879441	-75.02315792	17.37746329	797
10/13/2016	5	5856	4422	3581	678.4541751	67.97824253	34.49730347	67.87424256	-15.2607653	841
10/14/2016	6	4610	3505	2837	688.8052892	-100.050376	9.572000367	52.85886705	10.95549509	668
10/15/2016	7	3081	2269	1864	697.8667075	-187.8309982	-25.48704422	-86.77099445	-3.799614547	405
10/16/2016	1	4390	3265	2718	704.9083297	-123.3220574	-18.14773202	-20.91840922	-2.261277344	547
10/17/2016	2	6507	4917	4018	710.4316017	46.43459003	21.08583848	99.92913912	8.396372723	899
10/18/2016	3	6941	5103	4189	713.5040841	186.0055148	30.21195371	-15.63102042	-11.63543014	914
10/19/2016	4	6576	4776	3961	714.6099195	184.0581559	-3.74479791	-92.82958209	16.23064429	815
10/20/2016	5	5985	4462	3701	716.0640843	41.85179167	-26.63117253	55.81940008	-20.04755933	761
10/21/2016	6	4789	3497	2840	718.5958177	-135.6078247	-10.41958003	65.1899161	18.83992185	657
10/22/2016	7	3263	2292	1881	721.183464	-218.1906167	11.22715512	-87.50966708	-13.10457408	411
10/23/2016	1	4180	3135	2561	724.2239918	-140.5593836	9.48980384	-22.05333899	3.640340566	574
10/24/2016	2	6371	4865	3993	727.3324948	43.36127528	-4.012134848	96.28781954	6.628912138	872
10/25/2016	3	6648	4960	4070	729.9914387	198.5071544	-4.105146102	-25.64586513	-15.49026831	890
10/26/2016	4	6501	4777	3880	731.2609367	208.4572753	6.022348446	-80.98558564	22.03413387	897
10/27/2016	5	6088	4431	3574	730.640069	65.19330318	6.306893422	68.65007809	-22.15224527	857
10/28/2016	6	4376	3179	2510	728.4940073	-122.8019958	-2.671316132	49.81837037	19.01925372	669
10/29/2016	7	2733	1955	1549	726.6827524	-212.9224444	-2.466865464	-92.62386936	-12.51581711	406
10/30/2016	1	3953	2921	2344	724.8528189	-143.7454194	2.241151376	-10.02697487	2.010273204	577
10/31/2016	2	6108	4416	3563	722.9757841	27.12383495	-0.79910616	99.36089543	11.67502314	853
11/1/2016	3	5668	4185	3360	722.2384982	171.996887	-5.701924442	-32.66870148	-26.32137587	825
11/2/2016	4	6159	4508	3663	722.4226456	183.3626861	-4.419641658	-92.37991073	35.46940095	845
11/3/2016	5	5810	4241	3426	722.569404	54.85236781	1.82205094	72.3126864	-36.50526157	815
11/4/2016	6	4491	3394	2670	722.5347886	-112.4201644	7.061150972	68.63704231	28.28704555	724
11/5/2016	7	3110	2263	1842	720.8292347	-191.0652838	4.181619482	-104.9470827	-10.74704444	421
11/6/2016	1	4418	3281	2713	718.6067702	-117.6204311	1.72700631	-22.64394078	-8.962762999	568
11/7/2016	2	6529	4488	3573	716.6988456	51.37928463	0.873064327	119.1931207	25.12091812	915
11/8/2016	3	5756	4251	3437	714.8414861	180.6184445	-6.148814192	-33.02540817	-33.72813075	814
11/9/2016	4	5716	4102	3315	714.4623158	167.9211268	-10.00169887	-105.8526499	33.04613849	787
11/10/2016	5	5323	4022	3246	716.5451354	20.16972404	-1.967822825	79.41440555	-27.30263599	776
11/11/2016	6	4280	3085	2441	720.7446971	-152.453757	6.578801626	64.6678617	15.00205099	644
11/12/2016	7	2982	2169	1777	727.0794776	-216.1006555	2.741881166	-110.2793838	-1.78624779	392
11/13/2016	1	4365	3172	2595	735.196534	-117.7784943	-9.442130487	-14.58757187	-12.35921234	577
11/14/2016	2	6627	4888	3942	743.9496998	70.35363627	-13.51589282	112.2631266	21.78910074	946
11/15/2016	3	6467	4808	3905	750.8078035	205.1881838	-0.585357925	-36.85788411	-23.69125019	903
11/16/2016	4	6631	4903	3984	755.9677702	189.7751841	23.50045474	-83.79101178	22.15028182	919
11/17/2016	5	6378	4681	3779	758.6336868	37.99631148	26.3299416	73.93342432	-17.25028966	902
11/18/2016	6	4767	3424	2734	757.3003811	-136.403928	-5.924276007	44.5704568	15.66515183	690
11/19/2016	7	3501	2580	2136	752.9145249	-198.6982254	-29.71823654	-77.92120681	-11.35957383	444
11/20/2016	1	4647	3426	2777	746.7633117	-101.0704046	-7.18250131	-2.137519571	6.904746499	649
11/21/2016	2	6336	4693	3788	739.7004801	78.18206264	32.12270015	64.35550963	0.524386526	905
11/22/2016	3	6222	4564	3646	734.3112741	198.5021178	30.41091963	-24.18521214	-10.69290782	918
11/23/2016	4	5527	3904	3082	731.1019001	159.5212654	-22.65617271	-45.24852099	18.64021237	822
